Time to sort for plates: 105 ms.
Time to sort for names: 28799 ms.
Total time: 28904 ms.

License Plate       ID                  Last Name           First Name          Middle Name         ID                  
Y352HD              6813                Brxqovjmxysa        Rzgcf               Waqfnfivw           3167                
Y357TL              4699                Brwjkmjkca          Hwblrzxaovdr        Yyfqrwbpzmq         2319                
Y369HC              1065                Bruvgvvnt           Zvgnywoiosqtk       Zfwvvcgn            4722                
Y369NE              7696                Bruiquzfpxkkh       Wemaqmkuyuxi        Uvybimgksnx         6226                
Y371DF              9245                Brtoq               Yxr                 Pqtczgpvorbwr       6454                
Y376FK              7576                Brtuffzjcq          Uni                 Wrebwbouudt         2578                
Y376KL              2648                Brtiqqpxymp         Jge                 Lgrpjhlpdzgyv       4809                
Y377MG              8344                Brrbrtzghnlmuci     Kytuph              Uncvt               500                 
Y380FS              2731                Brpfupzabsbx        Mwczsoswxncyb       Rpmbudptc           3402                
Y384GK              6519                Brno                Krmur               Mbhibecrjbhrm       1255                
Y386VA              6870                Brmfkos             Lfdin               Ertrbgdoqbzehq      7623                
Y390LZ              3739                Brlvhremiyeqnlr     Pccxgguxqr          Xapfiymcgxuoqeq     1005                
Y391FX              4200                Brlek               Nszd                Jnekj               8472                
Y393AJ              5283                Brkukmy             Axfgqbxptxja        Ppgo                5930                
Y394VW              6565                Brjqitynmzwh        Nuersaxbgimeuvr     Lqihupjpxrpyc       1618                
Y396WQ              8985                Brie                Uonxrmcvzlan        Vvxcacfbigkikh      2907                
Y397US              4441                Brgxmhx             Tujwqwne            Fuqf                839                 
Y399RL              6792                Breruxld            Serbkpskygqgx       Ahdzstwrtoyndir     4299                
Y400DM              7221                Brezbxagntdpce      Dkjzf               Lxwmvcv             9990                
Y400ZO              8404                Brceciqnyqephf      Rsyoeoxxfeur        Ezzpbvwkiuoxej      5272                
Y401VJ              8257                Brchorcngk          Onwjpgmdgjb         Lch                 2995                
Y401ZR              972                 Brcj                Bxwexfglwa          Cktyuiufdvfe        6057                
Y403WM              3991                Braictmyeo          Mjfwl               Fhaghdannhhw        2393                
Y406OZ              9985                Bqvorbicvzc         Heax                Mrqlih              3238                
Y410WM              2133                Bqtdwivoswehjx      Dcpropiwdtt         Rsokavnkw           4846                
